movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
97630,Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.","Thriller, Drama, History","review: okay/good film, some issues; rating=6.7","Jessica Chastain, Jason Clarke, Mark Strong, Joel Edgerton, Chris Pratt",Kathryn Bigelow,19-12-2012,en,6.7,1702,TMDB 5000 Movie Dataset
8584,Shanghai Noon,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.","Adventure, Action, Comedy, Western","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.2/10.","Jackie Chan, Owen Wilson, Lucy Liu, Xander Berkeley, Roger Yuan",Tom Dey,26-05-2000,en,6.2,735,TMDB 5000 Movie Dataset
2135,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.","Science Fiction, Adventure, Action",user says: not bad not great; audience_score:5.8; votes:631 <end>,"Guy Pearce, Mark Addy, Phyllida Law, Sienna Guillory, Laura Kirk",Simon Wells,"March 04, 2002",en,5.8,631,TMDB 5000 Movie Dataset
9339,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,"Comedy, Drama, Fantasy, Romance",Average audience response; divisive movie with rating 6.0/10.,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler",Frank Coraci,22-06-2006,en,6,2104,TMDB 5000 Movie Dataset
3580,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.","Crime, Drama, Mystery","review: okay/good film, some issues; rating=7.3 <end>","Angelina Jolie, Jeffrey Donovan, John Malkovich, Geoff Pierson, Amy Ryan",Clint Eastwood,30-01-2008,en,7.3,1131,TMDB 5000 Movie Dataset
20766,The Road,N/A,"Adventure, Drama","review: okay/good film, some issues; rating=6.8","Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron, Robert Duvall, Guy Pearce",John Hillcoat,25-11-2009,en,6.8,1087,TMDB 5000 Movie Dataset
2114,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.","Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",not bad not great; audience_score:5.9; votes:433,"Donald Sutherland, Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi","Hironobu Sakaguchi, Motonori Sakakibara",02-07-2001,en,5.9,433,TMDB 5000 Movie Dataset
61791,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.","Thriller, Action, Drama, Science Fiction","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.0/10.",James Franco ; Freida Pinto ; John Lithgow ; Brian Cox ; Tom Felton,Rupert Wyatt,03-08-2011,en,7,4347,TMDB 5000 Movie Dataset
283445,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,Horror,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.4/10.","Shannyn Sossamon, James Ransone, Robert Daniel Sloan, Dartanian Sloan, Lea Coco",Ciaran Foy,19-08-2015,en,5.4,581,TMDB 5000 Movie Dataset
8193,Napoleon Dynamite,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",Comedy,"<br> Decent watch; not perfect, but audience rating is around 6.7/10 from 554 votes....","Jon Heder, Aaron Ruell, Jon Gries, Efren Ramirez, Shondrella Avery",Jared Hess,11-06-2004,en,6.7,554,TMDB 5000 Movie Dataset
5528,The Chorus,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",Drama,Strong audience response; many viewers praise The Chorus for story and performances. Rating: 7.5/10 (526 votes).,"Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel",,17-03-2004,fr,7.5,526,TMDB 5000 Movie Dataset
140300,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","Action, Adventure, Animation, Comedy, Family","review: okay/good film, some issues; rating=6.7","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons","Jennifer Yuh Nelson, Alessandro Carloni",23-01-2016,en,6.7,1603,TMDB 5000 Movie Dataset
1372,Blood Diamond,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.","Drama, Thriller, Action","review: okay/good film, some issues; rating=7.3","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers, Arnold Vosloo",Edward Zwick,,en,7.3,2281,TMDB 5000 Movie Dataset
109410,42,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",Drama,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.8/10.","Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie, Christopher Meloni",Brian Helgeland,12-04-2013,en,6.8,787,TMDB 5000 Movie Dataset
16577,Astro Boy,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",,not bad not great; audience_score:6.1; votes:409,"Nicolas Cage, Kristen Bell, Bill Nighy, Donald Sutherland, Freddie Highmore",David Bowers,15-10-2009,en,6.1,409,TMDB 5000 Movie Dataset
642,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","History, Drama, Western, Crime","Decent watch; not perfect, but audience rating is around 7.4/10 from 650 votes.","Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones",George Roy Hill,23-09-1969,en,7.4,650,TMDB 5000 Movie Dataset
98,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","Action, Drama, Adventure","Generally loved by viewers -- memorable, engaging, and highly rated: 7.9/10.","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris",Ridley Scott,"May 01, 2000",en,7.9,5439,TMDB 5000 Movie Dataset
8699,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",Comedy,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.","Will Ferrell, Christina Applegate, Paul Rudd, David Koechner, Steve Carell",Adam McKay,09-07-2004,en,6.7,1493,TMDB 5000 Movie Dataset
8202,Æon Flux,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.","Action, Science Fiction","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.4/10.","Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand",Karyn Kusama,30-11-2005,en,5.4,703,TMDB 5000 Movie Dataset
157354,Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",Drama,"Decent watch; not perfect, but audience rating is around 7.3/10 from 390 votes.",Michael B. Jordan ; Octavia Spencer ; Melonie Diaz ; Ahna O'Reilly ; Kevin Durand,Ryan Coogler,25-07-2013,en,7.3,390,TMDB 5000 Movie Dataset
1246,ROCKY BALBOA,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",Drama,"Decent watch; not perfect, but audience rating is around 6.5/10 from 835 votes.","Sylvester Stallone, Burt Young, Milo Ventimiglia, Geraldine Hughes, James Francis Kelly III",Sylvester Stallone,20-12-2006,en,6.5,835,TMDB 5000 Movie Dataset
7518,Over the Hedge,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",Comedy | Animation | Family,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.3/10.","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner","Karey Kirkpatrick, Tim Johnson",22-04-2006,en,6.3,1074,TMDB 5000 Movie Dataset
301365,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.","Thriller, Horror","<br> Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.  ",Elle Fanning;Karl Glusman;Jena Malone;Bella Heathcote;Abbey Lee,Nicolas Winding Refn,08-06-2016,en,6.4,887,TMDB 5000 Movie Dataset
12155,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","Family, Fantasy, Adventure","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.","Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover",Tim Burton,03-03-2010,en,6.4,4645,TMDB 5000 Movie Dataset
